,sigla_uf,populacao_atendida_agua,indice_consumo_agua_per_capita
49634,MA,1726,111.8
49635,MA,7111,100.5
49636,MG,2700,101.9
49637,MG,4353,175.4
49638,MG,2241,120.8
49639,MG,2581,123.2
49640,MT,10384,154.9
49641,MT,11707,161.5
49642,PB,10277,104.7
49643,PI,1218,116.8
49644,PI,4420,82.6
49645,PI,1494,147.0
49646,PI,8393,55.7
49647,PR,5945,108.1
49648,PR,2190,117.7
49649,PR,9303,131.2
49650,PR,3186,147.1
49651,PR,5492,123.4
49652,RJ,5095,187.1
49653,RN,1909,99.3
49654,RO,3810,127.2
49655,RO,1274,163.0
49656,RS,3826,151.4
49657,RS,599,183.7
49658,RS,2334,78.3
49659,SC,1300,96.4
49660,SC,16438,157.4
49661,SC,18704,94.1
49662,SC,1252,100.7
49663,SC,38189,110.9
49664,SE,18907,637.2
49665,TO,2439,124.2
49666,TO,6999,136.1
50666,AC,6485,133.9
50667,AC,4304,114.6
50668,AL,8482,391.3
50669,AM,18000,89.5
50670,BA,5300,155.7
50671,BA,2718,94.5
50672,BA,12504,106.1
50673,CE,3674,99.8
50674,CE,4443,145.3
50675,GO,1892,187.6
50676,GO,2622,193.6
50677,GO,8801,126.5
50678,MA,18132,124.6
50679,MA,1541,99.2
50680,MA,12499,110.1
50681,MG,2278,178.7
50682,MS,7925,109.7
50683,MT,7040,259.2
50684,MT,9000,95.9
50685,MT,4535,292.5
50686,PA,5063,176.1
50687,PB,3161,108.4
50688,RN,2733,102.5
50689,RN,4575,86.2
50690,RS,6348,124.2
50691,RS,3542,128.3
50692,RS,2597,108.6
50693,RS,1447,125.9
50694,SC,1482,124.0
50695,SC,7358,108.7
50696,SC,3240,109.4
50697,SC,2165,109.9
50698,SC,1571,157.2
50699,SC,5943,124.2
50700,SE,31538,115.9
50701,TO,2975,146.6
50702,TO,3856,106.0
50703,TO,2752,103.1
50704,TO,2848,106.2
51697,AL,3095,60.6
51698,AL,5796,65.0
51699,AM,15634,316.3
51700,BA,9373,108.2
51701,BA,2476,128.8
51702,BA,5068,135.7
51703,BA,8789,120.9
51704,BA,39360,105.0
51705,BA,13326,127.2
51706,CE,3274,144.7
51707,CE,11409,168.2
51708,CE,10793,122.7
51709,GO,1256,131.0
51710,GO,13700,152.2
51711,GO,4221,171.4
51712,MA,6583,125.7
51713,MA,2232,218.9
51714,MA,5566,219.4
51715,MA,3223,108.9
51716,MG,6608,321.4
51717,MG,5172,161.8
51718,MG,2353,146.6
51719,MG,2944,245.0
51720,MG,2915,132.6
51721,PA,3783,172.7
51722,PB,7758,34.6
51723,PB,4688,98.3
51724,PB,3879,88.9
51725,PE,6045,101.1
51726,PI,3853,112.1
51727,PI,4404,101.8
51728,PI,2954,118.2
51729,PI,2778,96.0
51730,PR,4747,135.7
51731,PR,7852,117.5
51732,PR,4025,124.5
51733,RN,10222,88.4
51734,RS,17353,126.3
51735,RS,2144,127.8
51736,RS,2754,421.9
51737,RS,2546,274.2
51738,SC,1296,92.6
51739,SC,1560,119.4
51740,SC,1763,94.0
51741,TO,2717,84.0
51742,TO,3382,140.8
52775,BA,15614,96.3
52776,BA,8073,109.0
52777,BA,11030,93.4
52778,CE,14076,66.6
52779,CE,3361,147.0
52780,GO,4959,147.1
52781,GO,2043,109.7
52782,MA,30546,155.7
52783,MA,15080,228.3
52784,MG,2657,161.5
52785,MG,6494,182.3
52786,MS,5812,171.0
52787,MT,18931,371.2
52788,PB,2591,86.4
52789,PE,11961,98.2
52790,PI,1968,118.3
52791,PI,12675,107.2
52792,PI,5265,114.5
52793,PR,2118,90.4
52794,PR,9160,144.2
52795,PR,2538,103.4
52796,PR,4447,132.0
52797,RN,5765,108.0
52798,RN,4882,110.5
52799,RS,4019,160.4
52800,RS,10545,109.4
52801,RS,2350,159.1
52802,SC,3949,109.5
52803,SC,10215,207.5
52804,SC,998,114.6
52805,SC,8361,125.9
52806,TO,4058,144.7
52807,TO,1888,120.0
52808,TO,4226,76.6
52809,TO,2192,135.2
52810,TO,2028,98.3
52811,TO,3481,101.2
53817,AL,7055,72.0
53818,AL,1148,111.8
53819,BA,14045,100.8
53820,BA,6203,85.1
53821,BA,6307,96.6
53822,GO,2377,189.1
53823,GO,2049,176.2
53824,GO,2005,183.5
53825,GO,1095,175.3
53826,GO,2411,146.7
53827,MA,35820,105.1
53828,MA,19275,140.5
53829,MG,1891,255.3
53830,MG,2012,128.5
53831,PB,5438,25.9
53832,PB,7953,156.4
53833,PB,4384,100.3
53834,PB,5563,96.6
53835,PB,3076,84.1
53836,PB,3617,90.3
53837,PB,11207,86.7
53838,PE,21180,85.8
53839,PE,8500,43.5
53840,PE,12250,96.6
53841,PE,9114,93.2
53842,PI,3547,120.5
53843,PI,24918,119.5
53844,PI,22781,107.3
53845,PI,1618,139.9
53846,PI,1621,99.7
53847,PR,1426,122.3
53848,PR,4682,101.5
53849,PR,6532,106.7
53850,RN,1898,85.3
53851,RN,9952,100.1
53852,RN,6544,96.3
53853,RS,16488,143.5
53854,RS,3225,89.4
53855,RS,2900,172.8
53856,RS,1683,141.4
53857,RS,5546,111.4
53858,RS,3077,167.6
53859,RS,1753,114.6
53860,RS,1366,114.2
53861,RS,2863,133.3
53862,RS,1000,143.3
53863,SC,1282,106.9
53864,SC,1357,108.7
53865,SE,11448,82.4
53866,TO,3547,80.7
53867,TO,4281,94.1
53868,TO,1853,111.2
54886,AL,7864,93.1
54887,AL,16000,79.9
54888,AL,11570,47.9
54889,AM,21542,165.2
54890,BA,6551,111.9
54891,CE,7661,173.8
54892,CE,14520,111.1
54893,CE,16216,111.3
54894,GO,6831,128.2
54895,GO,6580,152.2
54896,MA,2673,155.2
54897,MA,4390,63.8
54898,MG,3748,117.4
54899,MG,2343,106.5
54900,MT,5281,177.8
54901,PA,9943,135.8
54902,PA,13349,140.1
54903,PB,14746,53.7
54904,PB,2300,103.3
54905,PB,2734,110.3
54906,PE,9043,84.5
54907,PI,3323,112.5
54908,PI,2309,92.8
54909,PI,1794,97.4
54910,PI,2064,108.0
54911,PI,17797,113.6
54912,PR,4132,113.0
54913,PR,3821,99.2
54914,PR,9382,100.9
54915,PR,3393,138.5
54916,RJ,146774,108.9
54917,RN,15069,109.6
54918,RR,8242,99.7
54919,RS,485,148.4
54920,RS,1932,281.7
54921,RS,1981,138.4
54922,RS,2896,210.9
54923,SC,893,134.6
54924,SC,4229,106.0
54925,SC,9015,103.2
54926,SC,15184,103.8
54927,SC,5880,86.6
54928,SE,2214,119.0
54929,TO,1609,135.0
54930,TO,1846,113.2
54931,TO,2104,100.4
54932,TO,1742,130.9
55904,AL,3130,57.6
55905,AM,14000,49.2
55906,CE,4258,112.4
55907,CE,7964,133.7
55908,GO,3935,102.8
55909,GO,2520,106.0
55910,MA,15525,110.8
55911,MA,5245,117.8
55912,MG,6971,152.9
55913,MG,4515,151.5
55914,PA,20160,150.7
55915,PA,19421,121.2
55916,PB,12560,97.6
55917,PE,9064,84.2
55918,PE,2372,57.2
55919,PE,10149,91.3
55920,PI,1773,103.4
55921,PI,2143,109.7
55922,PI,2378,141.6
55923,PI,7209,113.6
55924,PI,1199,129.1
55925,PI,9272,102.9
55926,PI,4678,67.8
55927,PR,4472,140.6
55928,PR,2304,101.5
55929,PR,12867,103.8
55930,PR,9250,112.5
55931,PR,1187,140.8
55932,PR,5234,114.4
55933,PR,11984,99.2
55934,RJ,16646,182.6
55935,RO,3749,110.2
55936,RS,1755,208.5
55937,RS,8198,196.6
55938,RS,27972,143.1
55939,RS,59619,153.6
55940,RS,1775,114.4
55941,RS,6181,173.7
55942,RS,2860,207.0
55943,RS,2350,174.2
55944,SC,455,119.1
55945,SC,1091,95.7
55946,SC,1043,105.4
55947,SC,3925,217.3
55948,SE,7597,93.3
55949,SE,21318,98.0
55950,SE,13281,85.2
55951,TO,2696,94.1
55952,TO,5685,157.4
56997,AL,4995,84.8
56998,AL,4103,69.0
56999,AL,9470,104.0
57000,AL,10925,29.8
57001,BA,14525,118.6
57002,BA,17399,133.6
57003,BA,2930,135.3
57004,BA,5494,80.7
57005,BA,7087,97.5
57006,BA,13359,115.8
57007,GO,21234,165.3
57008,MA,10074,143.8
57009,MA,4928,583.8
57010,MG,2118,192.1
57011,MG,1468,208.7
57012,MG,2113,148.5
57013,MG,10017,152.3
57014,MG,4364,156.9
57015,PA,31898,113.3
57016,PB,5919,71.2
57017,PB,2882,81.8
57018,PE,1395,17.5
57019,PE,9225,85.6
57020,PI,18985,105.5
57021,PI,1631,105.4
57022,PI,4319,111.7
57023,PI,2805,57.6
57024,PR,3830,82.4
57025,RN,2035,115.9
57026,RN,3671,89.5
57027,RN,3678,96.5
57028,RS,2750,172.2
57029,RS,1246,168.0
57030,RS,11330,148.1
57031,RS,1884,137.1
57032,RS,12096,114.7
57033,RS,2509,123.5
57034,RS,3201,185.9
57035,RS,1371,194.4
57036,SC,71856,133.0
57037,SC,30731,226.2
57038,SC,10827,114.2
57039,SC,912,117.3
57040,SE,19887,75.2
57041,SE,3727,71.0
57042,TO,4316,121.3
57043,TO,5154,88.7
58034,AL,4870,118.1
58035,BA,5453,122.1
58036,BA,5162,92.1
58037,BA,22143,141.2
58038,BA,6961,114.6
58039,BA,9461,118.9
58040,CE,5363,127.5
58041,CE,19766,129.5
58042,CE,6813,103.3
58043,GO,11416,176.3
58044,MA,1881,114.5
58045,MA,16965,138.0
58046,MG,4935,125.2
58047,MG,1258,179.2
58048,MG,5455,149.0
58049,MT,2240,244.0
58050,PB,6820,87.9
58051,PB,1999,85.2
58052,PB,6608,103.2
58053,PB,659,98.4
58054,PB,3444,25.5
58055,PR,14646,123.6
58056,PR,5048,99.4
58057,RJ,165123,142.9
58058,RS,7151,156.5
58059,RS,13523,147.6
58060,RS,4298,272.4
58061,RS,1932,183.1
58062,RS,3148,239.6
58063,RS,1744,521.4
58064,RS,424,192.2
58065,RS,1215,172.8
58066,TO,4629,104.4
59072,BA,10347,137.5
59073,BA,5599,118.0
59074,BA,8186,142.9
59075,BA,9225,127.6
59076,BA,7788,149.3
59077,BA,24832,195.9
59078,BA,4583,140.7
59079,BA,24305,78.0
59080,CE,10663,138.9
59081,GO,1915,177.3
59082,GO,2343,164.4
59083,GO,1753,161.2
59084,MA,17376,62.3
59085,MA,7344,106.2
59086,MA,4736,112.7
59087,MA,2337,107.7
59088,MG,10001,196.6
59089,MG,3446,136.4
59090,MT,17004,118.1
59091,MT,5593,168.1
59092,PA,3708,67.3
59093,PB,2189,80.7
59094,PB,11961,100.3
59095,PB,9767,99.2
59096,PE,4353,99.6
59097,PI,1628,108.1
59098,PI,2685,117.4
59099,PR,5338,223.4
59100,PR,3410,169.5
59101,PR,8618,116.4
59102,RJ,22920,101.0
59103,RO,5488,117.1
59104,RS,4153,152.6
59105,RS,1879,159.3
59106,RS,3800,115.8
59107,RS,2789,171.0
59108,RS,1495,281.0
59109,RS,17965,104.4
59110,RS,623,160.2
59111,RS,540,168.4
59112,RS,26096,142.5
59113,RS,2019,116.7
59114,RS,1824,105.1
59115,RS,23255,145.0
59116,RS,4782,189.6
59117,SC,65862,137.8
59118,SC,6494,101.4
59119,SC,8942,118.8
59120,TO,3842,137.2
60109,AC,3222,133.5
60110,BA,14669,100.4
60111,BA,14566,124.1
60112,BA,3579,131.7
60113,GO,2151,150.6
60114,GO,2945,170.0
60115,MA,947,44.9
60116,MG,3614,130.6
60117,MG,2305,150.4
60118,MG,6485,94.4
60119,MS,5306,180.7
60120,PA,28147,131.9
60121,PA,22891,173.5
60122,PA,3065,149.5
60123,PA,64240,340.0
60124,PB,6730,111.8
60125,PB,10957,82.5
60126,PE,58566,103.5
60127,PE,10467,69.0
60128,PE,7268,89.4
60129,PI,5451,96.4
60130,PI,2332,99.1
60131,PR,7734,140.8
60132,PR,7770,138.6
60133,PR,3751,112.2
60134,PR,2001,88.5
60135,RN,6989,99.8
60136,RN,3454,99.1
60137,RN,3546,94.8
60138,RO,720,132.1
60139,RR,4542,97.4
60140,RS,3780,54.4
60141,RS,3723,319.8
60142,RS,2501,139.6
60143,RS,7123,93.1
60144,RS,4366,155.5
60145,RS,2205,89.5
60146,RS,1300,154.6
60147,RS,7672,175.6
60148,RS,2251,160.6
60149,RS,3267,233.2
60150,RS,19073,163.2
60151,SC,1751,110.8
60152,SC,85734,139.1
60153,SC,1896,112.1
60154,SC,767,128.2
60155,TO,3962,121.1
60156,TO,967,155.9
61177,AL,6701,63.1
61178,AL,2236,74.7
61179,AL,16382,74.0
61180,AL,8271,80.2
61181,BA,12652,118.0
61182,BA,6321,182.3
61183,BA,11053,108.1
61184,BA,5169,107.8
61185,CE,9807,125.8
61186,CE,14047,120.3
61187,CE,11269,132.6
61188,GO,2619,146.1
61189,GO,2978,146.6
61190,GO,3031,127.2
61191,GO,7720,294.9
61192,MA,2174,130.8
61193,MA,1503,100.4
61194,MA,6839,119.8
61195,MA,8497,115.8
61196,MA,20609,135.6
61197,MG,1407,168.7
61198,MT,17733,212.0
61199,MT,4122,288.6
61200,PA,11039,99.3
61201,PA,35182,324.2
61202,PA,51253,174.3
61203,PB,5313,89.2
61204,PE,33751,106.4
61205,PI,4141,125.0
61206,PR,6501,109.6
61207,PR,3354,109.7
61208,RN,2894,100.9
61209,RS,967,110.0
61210,RS,1310,137.7
61211,RS,32616,128.0
61212,RS,2142,263.3
61213,RS,1929,108.1
61214,RS,24456,145.9
61215,SC,12920,104.8
61216,SC,8087,125.1
61217,SC,8068,108.9
61218,SC,2837,106.1
61219,SC,4278,106.3
61220,SE,18513,75.7
61221,SE,8017,70.1
61222,SE,9290,76.6
61223,TO,929,108.9
61224,TO,1501,82.4
61225,TO,1768,90.8
62231,AL,6234,71.5
62232,BA,6750,289.9
62233,CE,13878,162.3
62234,CE,12150,144.9
62235,GO,6003,134.0
62236,GO,4460,189.9
62237,GO,1473,168.3
62238,GO,6450,125.0
62239,GO,4690,151.5
62240,GO,3686,111.4
62241,MA,6933,113.8
62242,MA,19100,121.6
62243,MG,4240,115.5
62244,MG,1801,184.8
62245,MT,2770,168.2
62246,PB,3662,101.2
62247,PB,3417,61.6
62248,PB,919,93.7
62249,PE,8025,46.1
62250,PE,10887,133.5
62251,PI,965,125.3
62252,PR,3979,155.0
62253,PR,4184,110.7
62254,RS,768,192.7
62255,RS,2200,145.8
62256,RS,2393,291.9
62257,RS,13865,156.1
62258,RS,2732,253.7
62259,RS,2671,142.2
62260,SC,2500,164.4
62261,SC,20831,117.1
62262,SC,6041,110.7
62263,SE,4642,120.0
62264,SE,15231,78.4
62265,TO,2456,108.8
62266,TO,2831,90.5
62267,TO,3531,98.1
63194,AM,13500,146.2
63195,AM,15761,268.9
63196,AP,2365,198.2
63197,BA,5402,120.1
63198,BA,2046,123.1
63199,BA,4386,112.6
63200,BA,12635,88.5
63201,CE,14536,144.4
63202,CE,271,46.4
63203,GO,2361,157.4
63204,GO,8560,163.5
63205,GO,2097,185.4
63206,GO,6527,151.7
63207,MA,2091,93.5
63208,MA,3563,76.0
63209,MG,3574,149.9
63210,MG,2744,134.2
63211,MG,2324,159.3
63212,MG,1960,173.3
63213,MG,2918,109.1
63214,MT,2046,111.1
63215,PB,5751,76.2
63216,PB,6045,81.3
63217,PB,4426,99.5
63218,PE,3144,75.4
63219,PI,3452,117.6
63220,PI,3945,107.9
63221,PI,1115,116.6
63222,PI,4620,104.7
63223,PR,8252,110.2
63224,PR,2396,111.1
63225,PR,7415,135.7
63226,PR,2478,105.7
63227,PR,2398,199.3
63228,PR,5229,106.0
63229,RN,3387,112.9
63230,RR,5772,74.3
63231,RS,2969,141.7
63232,RS,11712,95.2
63233,RS,1464,238.3
63234,RS,688,38.6
63235,RS,20091,151.1
63236,RS,4905,152.5
63237,RS,7181,133.1
63238,RS,609,128.8
63239,RS,3301,143.0
63240,SC,1559,112.4
63241,SC,31474,231.8
63242,SC,24749,179.8
63243,SC,2558,112.7
63244,SC,1110,110.5
63245,SC,2813,118.7
63246,SC,13792,119.9
63247,SE,8570,77.0
63248,TO,3956,137.2
63249,TO,2029,117.6
64229,AL,8834,104.5
64230,AL,10496,65.6
64231,AL,22216,74.5
64232,AM,35610,35.5
64233,AM,18840,155.8
64234,BA,10376,66.8
64235,BA,12706,83.8
64236,BA,16673,117.8
64237,BA,2839,116.1
64238,BA,8827,86.2
64239,CE,9497,145.4
64240,GO,23584,124.1
64241,GO,4261,114.2
64242,GO,3634,99.0
64243,GO,1758,118.2
64244,GO,2290,155.6
64245,GO,2558,217.2
64246,MA,3120,102.8
64247,MA,16083,208.5
64248,MG,1048,197.9
64249,MG,2604,158.7
64250,MG,1102,131.6
64251,MT,10729,346.2
64252,MT,10389,185.0
64253,PA,11477,140.0
64254,PA,6369,45.2
64255,PB,1164,92.5
64256,PB,3327,55.8
64257,PB,15071,91.7
64258,PE,11001,89.8
64259,PI,7274,131.8
64260,PI,1919,89.7
64261,PI,2227,111.8
64262,PI,2075,100.3
64263,PI,2184,122.9
64264,PR,15721,141.4
64265,PR,4304,113.7
64266,PR,4774,137.0
64267,PR,6696,105.3
64268,PR,2009,123.4
64269,RJ,52745,40.6
64270,RN,2907,100.1
64271,RN,10878,96.2
64272,RN,2138,114.5
64273,RS,3281,147.0
64274,RS,6262,141.7
64275,RS,5785,183.7
64276,RS,1141,221.0
64277,RS,2247,182.6
64278,RS,2115,318.3
64279,SC,4019,128.9
64280,SC,5976,105.2
64281,SC,6384,101.7
64282,SC,3200,252.5
64283,SC,18537,138.6
64284,SC,10000,126.7
64285,SC,33663,187.0
64286,SC,11095,113.8
64287,TO,2978,45.9
64288,TO,3370,105.6
65259,AL,6478,76.1
65260,AL,1224,88.6
65261,AL,4095,88.9
65262,BA,8455,103.9
65263,BA,5698,146.7
65264,BA,3308,106.1
65265,CE,38000,98.0
65266,CE,4368,135.0
65267,CE,25635,152.9
65268,GO,3383,87.3
65269,MA,1907,86.1
65270,MA,24084,108.3
65271,MG,2383,168.6
65272,MG,4510,109.8
65273,MG,1357,177.3
65274,MT,902,153.9
65275,MT,3226,215.7
65276,PB,4607,92.7
65277,PE,8833,73.2
65278,PE,18825,129.9
65279,PE,3013,86.4
65280,PR,3453,91.2
65281,PR,1101,103.5
65282,RJ,113693,81.8
65283,RJ,30054,176.3
65284,RN,2660,89.6
65285,RO,7058,175.6
65286,RS,1967,129.8
65287,RS,9941,138.8
65288,RS,1290,115.4
65289,RS,1604,175.5
65290,RS,1291,78.9
65291,RS,3000,311.8
65292,RS,4447,167.4
65293,SC,4906,117.0
65294,SC,3558,100.6
65295,SC,811,117.6
65296,SE,3424,91.9
65297,TO,2459,117.5
66328,AL,14335,91.0
66329,AL,4592,75.7
66330,AP,1942,215.1
66331,BA,10000,116.9
66332,BA,2444,165.7
66333,BA,11252,100.7
66334,BA,21050,209.4
66335,BA,4565,81.3
66336,BA,15194,136.4
66337,CE,8046,205.0
66338,CE,25039,134.9
66339,CE,9972,185.9
66340,GO,2429,161.4
66341,GO,2252,368.6
66342,MA,1632,109.9
66343,MA,4811,31.3
66344,MG,3896,187.1
66345,MG,1438,144.4
66346,MG,7376,181.7
66347,MG,4557,123.2
66348,PB,6100,132.7
66349,PB,2196,47.2
66350,PB,1293,82.7
66351,PE,11151,97.1
66352,PE,13638,45.4
66353,PI,6857,105.6
66354,PR,2206,120.2
66355,PR,3690,128.6
66356,PR,3651,99.8
66357,PR,2617,122.8
66358,RJ,24558,148.5
66359,RN,1388,144.7
66360,RN,1657,85.2
66361,RN,10255,201.8
66362,RN,1134,80.4
66363,RO,3461,101.4
66364,RS,1621,203.2
66365,RS,1899,578.5
66366,RS,3066,131.7
66367,RS,1100,130.5
66368,RS,4591,164.3
66369,RS,1486,137.6
66370,RS,1572,35.7
66371,RS,754,133.1
66372,RS,1057,196.8
66373,RS,9338,64.9
66374,SC,1590,137.8
66375,SC,2129,113.3
66376,SC,1321,127.5
66377,SC,4902,90.2
66378,SE,14361,80.5
66379,TO,3957,135.0
66380,TO,2630,88.6
67399,AC,4054,128.5
67400,AC,10979,149.8
67401,AL,6726,108.5
67402,AM,20000,55.9
67403,BA,3660,129.0
67404,BA,4949,104.3
67405,BA,13185,180.6
67406,BA,3596,183.7
67407,CE,7177,120.9
67408,ES,5623,146.1
67409,GO,2265,151.1
67410,GO,8212,143.7
67411,GO,17488,110.1
67412,GO,3915,138.8
67413,GO,1729,147.4
67414,GO,3604,177.7
67415,GO,2636,142.7
67416,MA,3283,219.3
67417,MA,5260,103.3
67418,MA,10567,92.0
67419,MG,3412,142.3
67420,MG,3035,134.8
67421,MS,3132,215.9
67422,PA,5311,127.4
67423,PB,9035,84.0
67424,PB,5916,65.9
67425,PB,4720,105.8
67426,PB,755,10.7
67427,PB,3385,87.7
67428,PE,23779,115.3
67429,PE,22887,102.8
67430,PE,3859,83.0
67431,PE,18624,121.7
67432,PE,7254,85.5
67433,PI,2141,127.3
67434,PI,4136,103.3
67435,PI,2451,103.9
67436,PR,4953,95.7
67437,PR,5828,121.4
67438,RN,19104,102.0
67439,RN,5845,95.9
67440,RN,4032,106.6
67441,RN,7264,95.8
67442,RO,2025,136.1
67443,RS,1597,147.4
67444,RS,4571,173.0
67445,RS,1587,138.5
67446,RS,30834,115.9
67447,RS,669,144.6
67448,RS,2152,360.4
67449,RS,16290,121.9
67450,SC,11460,114.2
67451,SC,7966,90.0
67452,SE,3419,75.8
67453,TO,4491,117.8
67454,TO,7123,121.9
67455,TO,2270,100.8
68428,AC,16079,136.0
68429,AM,3664,235.0
68430,BA,4396,108.2
68431,BA,8212,83.3
68432,BA,14974,100.6
68433,BA,3553,107.1
68434,CE,7898,142.1
68435,GO,2713,179.7
68436,GO,4214,169.3
68437,GO,1649,159.4
68438,MA,45192,356.9
68439,MT,4220,177.0
68440,MT,8820,148.2
68441,MT,20070,144.2
68442,PB,10273,86.2
68443,PB,1365,104.9
68444,PB,1368,96.1
68445,PI,42780,263.9
68446,PI,5146,100.8
68447,PI,4469,81.9
68448,PR,7754,117.8
68449,PR,9459,137.5
68450,RJ,8817,138.9
68451,RR,8358,97.6
68452,RS,1206,205.7
68453,RS,2211,127.0
68454,RS,1034,130.5
68455,RS,12066,140.8
68456,SC,1630,205.1
68457,SC,7807,117.1
68458,SC,22873,140.7
68459,SC,46711,112.6
68460,SC,20375,177.5
68461,SC,3094,100.5
68462,SE,25765,79.8
68463,SE,3483,133.2
68464,TO,2848,83.3
69443,BA,4982,112.3
69444,BA,10998,112.0
69445,CE,6002,147.3
69446,CE,21321,342.7
69447,GO,924,170.0
69448,GO,2400,151.4
69449,GO,5385,129.8
69450,MA,6826,93.1
69451,MA,12185,574.3
69452,MA,3552,96.0
69453,MA,3298,111.2
69454,MG,5291,88.8
69455,MG,14154,165.1
69456,MG,1912,160.0
69457,MT,6850,124.8
69458,MT,7772,149.9
69459,PB,868,91.4
69460,PB,4967,52.9
69461,PB,3030,102.6
69462,PB,4206,96.6
69463,PI,11733,114.6
69464,PI,25126,137.5
69465,PI,5626,285.5
69466,PI,735,76.4
69467,PI,2060,125.8
69468,PI,2540,124.6
69469,PR,2342,129.6
69470,PR,3662,185.7
69471,PR,3223,113.3
69472,PR,2135,130.0
69473,RJ,14900,309.5
69474,RJ,7858,142.7
69475,RJ,13263,161.5
69476,RN,11632,110.3
69477,RN,797,124.4
69478,RN,4683,83.8
69479,RN,7426,84.6
69480,RO,6039,107.7
69481,RS,3954,171.4
69482,RS,2000,106.9
69483,RS,8808,163.6
69484,RS,1313,155.5
69485,RS,32797,298.5
69486,RS,1553,291.1
69487,SC,1058,106.2
69488,SC,4821,114.9
69489,SC,2613,109.0
69490,SE,2673,100.8
69491,SE,5672,101.5
69492,TO,3640,112.0
70510,AL,18713,131.3
70511,BA,7262,101.5
70512,BA,9491,98.1
70513,BA,4188,97.9
70514,BA,15401,109.0
70515,CE,6558,151.9
70516,CE,8615,125.5
70517,CE,3330,133.1
70518,GO,5836,152.8
70519,GO,6972,164.9
70520,MA,3841,110.2
70521,MG,23687,157.7
70522,MG,1592,152.8
70523,PB,5245,58.4
70524,PE,14862,89.8
70525,PE,5245,86.6
70526,PR,4925,114.5
70527,RJ,34320,98.5
70528,RN,4904,89.6
70529,RS,915,187.6
70530,RS,1668,241.8
70531,RS,3169,132.7
70532,RS,3863,153.0
70533,RS,2015,132.2
70534,SC,1440,128.2
70535,SC,12024,137.5
70536,SC,9874,89.0
70537,SE,10966,79.4
70538,SE,16574,82.6
70539,TO,2268,144.6
71489,AC,8764,137.3
71490,AP,2134,213.3
71491,BA,12017,98.3
71492,BA,15203,88.6
71493,BA,6336,129.8
71494,BA,4846,111.6
71495,BA,9813,106.8
71496,BA,12736,136.3
71497,BA,7461,92.3
71498,CE,8093,142.5
71499,CE,13678,154.7
71500,CE,36254,118.7
71501,CE,16942,130.8
71502,GO,2436,227.2
71503,GO,2851,198.8
71504,GO,5715,118.5
71505,MG,5535,126.2
71506,MG,2368,254.7
71507,PE,14899,162.0
71508,PE,8423,87.9
71509,PE,6518,103.5
71510,PE,7345,188.7
71511,PI,2740,98.4
71512,PI,4037,112.2
71513,PR,2259,130.5
71514,PR,2535,146.0
71515,PR,10950,120.2
71516,PR,5931,169.9
71517,PR,8821,151.9
71518,PR,9500,103.8
71519,RN,7158,94.7
71520,RO,2352,132.4
71521,RS,4037,143.4
71522,RS,610,184.6
71523,RS,28648,153.5
71524,RS,5837,207.0
71525,RS,1818,188.4
71526,SC,141385,148.4
71527,SC,15034,108.3
71528,SC,926,100.2
71529,SC,5426,114.9
71530,SC,18130,160.6
71531,SC,1642,290.0
71532,SC,951,119.9
71533,SE,16431,81.6
71534,TO,13662,122.2
72488,AL,16053,53.0
72489,AL,2493,79.7
72490,AL,7892,111.3
72491,BA,7995,131.6
72492,BA,7782,104.1
72493,BA,15444,105.7
72494,BA,17540,119.2
72495,BA,11493,113.5
72496,BA,12379,124.7
72497,ES,16437,153.3
72498,GO,4079,141.9
72499,GO,1341,141.9
72500,MA,2017,129.4
72501,MA,37165,69.4
72502,MA,42298,123.8
72503,MG,1476,96.0
72504,MT,2675,102.4
72505,MT,26713,167.2
72506,MT,9963,151.9
72507,PB,2084,79.3
72508,PE,5793,57.5
72509,PE,7750,68.9
72510,PE,13959,88.3
72511,PI,5204,118.1
72512,PI,3814,95.0
72513,PI,3056,98.1
72514,PI,4161,105.9
72515,PI,2801,103.9
72516,PR,4832,103.9
72517,PR,3816,94.0
72518,PR,6217,104.5
72519,PR,1786,250.8
72520,PR,4595,115.6
72521,RN,1644,81.4
72522,RN,9513,126.5
72523,RO,14225,100.8
72524,RS,3122,167.1
72525,RS,900,74.5
72526,RS,2222,182.1
72527,RS,1725,202.3
72528,RS,4718,142.7
72529,RS,3268,377.3
72530,RS,3722,372.7
72531,RS,2552,132.5
72532,SC,2897,113.0
72533,SC,10219,147.8
72534,SC,2211,106.7
72535,TO,10132,84.3
73535,AL,23823,158.6
73536,CE,8700,54.7
73537,GO,5040,156.8
73538,GO,7000,101.5
73539,GO,2791,157.1
73540,MA,5793,142.8
73541,MT,4790,276.6
73542,MT,1364,147.8
73543,MT,2903,283.1
73544,PA,16000,38.0
73545,PA,10919,134.9
73546,PB,6209,90.3
73547,PB,8091,92.8
73548,PB,32473,117.8
73549,PE,19328,112.6
73550,PI,4370,102.6
73551,PI,2189,89.6
73552,PI,3322,103.8
73553,PI,2732,108.5
73554,PR,13172,139.5
73555,RN,22348,108.7
73556,RN,4147,82.3
73557,RO,1217,227.5
73558,RS,1016,139.2
73559,RS,2415,71.9
73560,RS,1284,272.6
73561,RS,800,342.5
73562,RS,1793,72.5
73563,RS,3520,162.7
73564,RS,810,157.2
73565,RS,771,185.1
73566,RS,11998,136.0
73567,RS,1734,106.4
73568,RS,2004,127.2
